Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
31-03-2022,15:41,30-03-2022,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.82,USD,2.10,
31-03-2022,07:41,30-03-2022,,,DEGIRO Corporate Action Kosten,,USD,-0.14,USD,1.28,
31-03-2022,07:41,30-03-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.42,USD,1.42,
29-03-2022,18:17,29-03-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 275,13 EUR",,,,EUR,29.13,
29-03-2022,18:17,29-03-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,275.13,EUR,304.26,
29-03-2022,14:56,29-03-2022,ISHARES STOXX EUROPE 600 UCITS ETF (DE),DE0002635307,"Koop 6 @ 45,855 EUR",,EUR,-275.13,EUR,29.13,97a59b30-9d54-4dc8-ba6e-e1bd695bdeba
25-03-2022,16:47,25-03-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 273,95 EUR",,,,EUR,304.26,
25-03-2022,16:47,25-03-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-273.95,EUR,30.31,
25-03-2022,10:58,25-03-2022,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.50,EUR,304.26,52a0652b-0088-4a53-9456-738505ae3760
25-03-2022,10:58,25-03-2022,ALFEN NV,NL0012817175,"Verkoop 3 @ 92,15 EUR",,EUR,276.45,EUR,306.76,52a0652b-0088-4a53-9456-738505ae3760
09-03-2022,16:47,09-03-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 169,69 EUR",,,,EUR,30.31,
09-03-2022,16:47,09-03-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,169.69,EUR,200.00,
09-03-2022,07:51,08-03-2022,,,iDEAL Deposit,,EUR,200.00,EUR,30.31,
09-03-2022,07:51,08-03-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-169.69,
08-03-2022,16:47,08-03-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 30,56 EUR",,,,EUR,30.31,
08-03-2022,16:47,08-03-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,30.56,EUR,60.87,
08-03-2022,09:57,08-03-2022,ISHARES AEX UCITS ETF EUR (DIST),IE00B0M62Y33,"Koop 3 @ 66,75 EUR",,EUR,-200.25,EUR,30.31,9e75bef8-f579-48fc-9794-f2afec14da8b
08-03-2022,09:55,08-03-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,230.56,
25-02-2022,17:47,25-02-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 410,08 EUR",,,,EUR,30.56,
25-02-2022,17:47,25-02-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,410.08,EUR,440.64,
25-02-2022,12:08,25-02-2022,SNAM SPA,IT0003153415,Transactiebelasting Italië,,EUR,-0.17,EUR,30.56,26f0708b-9ac1-46d7-a43d-137781cc697b
25-02-2022,12:08,25-02-2022,SNAM SPA,IT0003153415,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,30.73,26f0708b-9ac1-46d7-a43d-137781cc697b
25-02-2022,12:08,25-02-2022,SNAM SPA,IT0003153415,"Koop 34 @ 4,894 EUR",,EUR,-166.40,EUR,34.63,26f0708b-9ac1-46d7-a43d-137781cc697b
25-02-2022,12:06,25-02-2022,FLOW TRADERS NV,NL0011279492,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.50,EUR,201.02,5a59fd65-fa91-4bb6-a6a1-2b01b33898b2
25-02-2022,12:06,25-02-2022,FLOW TRADERS NV,NL0011279492,"Koop 8 @ 29,64 EUR",,EUR,-237.12,EUR,203.52,5a59fd65-fa91-4bb6-a6a1-2b01b33898b2
04-02-2022,10:15,03-02-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 7,5 EUR",,,,EUR,440.64,
04-02-2022,10:15,03-02-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,7.50,EUR,448.14,
03-02-2022,09:59,31-01-2022,,,DEGIRO Aansluitingskosten 2022 (Nasdaq - NDQ),,EUR,-2.50,EUR,440.64,
03-02-2022,09:59,31-01-2022,,,DEGIRO Aansluitingskosten 2022 (Euronext Milan - MIL),,EUR,-2.50,EUR,443.14,
03-02-2022,09:59,31-01-2022,,,DEGIRO Aansluitingskosten 2022 (Tradegate AG - TDG),,EUR,-2.50,EUR,445.64,
28-01-2022,10:17,27-01-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 339,81 EUR",,,,EUR,448.14,
28-01-2022,10:17,27-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-339.81,EUR,108.33,
27-01-2022,17:09,27-01-2022,NETFLIX INC,US64110L1061,Valuta Debitering,1.1186,USD,-380.67,USD,0.00,8e6fe895-a33a-4c6b-9ba4-84b343ba9e56
27-01-2022,17:09,27-01-2022,NETFLIX INC,US64110L1061,Valuta Creditering,,EUR,340.31,EUR,448.14,8e6fe895-a33a-4c6b-9ba4-84b343ba9e56
27-01-2022,17:09,27-01-2022,NETFLIX INC,US64110L1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,107.83,8e6fe895-a33a-4c6b-9ba4-84b343ba9e56
27-01-2022,17:09,27-01-2022,NETFLIX INC,US64110L1061,"Verkoop 1 @ 380,67 USD",,USD,380.67,USD,380.67,8e6fe895-a33a-4c6b-9ba4-84b343ba9e56
26-01-2022,16:47,26-01-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 241,67 EUR",,,,EUR,108.33,
26-01-2022,16:47,26-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,241.67,EUR,350.00,
26-01-2022,13:52,25-01-2022,,,iDEAL Deposit,,EUR,200.00,EUR,108.33,
26-01-2022,13:52,25-01-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,-91.67,
26-01-2022,13:52,25-01-2022,,,iDEAL Deposit,,EUR,150.00,EUR,108.33,
26-01-2022,13:52,25-01-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,-150.00,EUR,-41.67,
25-01-2022,13:16,24-01-2022,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 90,38 EUR",,,,EUR,108.33,
25-01-2022,13:16,24-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,90.38,EUR,198.71,
24-01-2022,20:22,24-01-2022,NETFLIX INC,US64110L1061,Valuta Creditering,1.1298,USD,374.58,USD,0.00,2292ac7d-6266-4595-add9-0983ee2134d2
24-01-2022,20:22,24-01-2022,NETFLIX INC,US64110L1061,Valuta Debitering,,EUR,-331.55,EUR,108.33,2292ac7d-6266-4595-add9-0983ee2134d2
24-01-2022,20:22,24-01-2022,NETFLIX INC,US64110L1061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,439.88,2292ac7d-6266-4595-add9-0983ee2134d2
24-01-2022,20:22,24-01-2022,NETFLIX INC,US64110L1061,"Koop 1 @ 374,58 USD",,USD,-374.58,USD,-374.58,2292ac7d-6266-4595-add9-0983ee2134d2
24-01-2022,20:16,24-01-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,150.00,EUR,440.38,
24-01-2022,19:33,24-01-2022,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,290.38,
05-01-2022,11:53,04-01-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 2,03 EUR",,,,EUR,90.38,
05-01-2022,11:53,04-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.03,EUR,88.35,
04-01-2022,07:41,03-01-2022,,,Valuta Creditering,,EUR,2.03,EUR,90.38,
04-01-2022,07:41,03-01-2022,,,Valuta Debitering,1.1325,USD,-2.31,USD,0.00,
04-01-2022,02:49,03-01-2022,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,74 EUR",,,,EUR,88.35,
04-01-2022,02:49,03-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.74,EUR,87.61,
03-01-2022,08:24,31-12-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.14,USD,2.31,
03-01-2022,08:24,31-12-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,1.37,USD,2.45,
03-01-2022,07:48,31-12-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.12,USD,1.08,
03-01-2022,07:48,31-12-2021,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,1.20,USD,1.20,
31-12-2021,07:55,30-12-2021,,,Valuta Creditering,,EUR,0.74,EUR,88.35,
31-12-2021,07:55,30-12-2021,,,Valuta Debitering,1.1355,USD,-0.85,USD,0.00,
30-12-2021,23:00,31-12-2021,,,Flatex Interest,,EUR,-0.30,EUR,87.61,
30-12-2021,09:04,29-12-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.10,USD,0.85,
30-12-2021,09:04,29-12-2021,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,0.95,USD,0.95,
24-11-2021,10:46,23-11-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 131,99 EUR",,,,EUR,87.91,
24-11-2021,10:46,23-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,131.99,EUR,219.90,
23-11-2021,16:28,23-11-2021,COPART,US2172041061,Valuta Creditering,1.1236,USD,148.30,USD,0.00,8618fed9-c46a-4089-98f3-5c147be17a0e
23-11-2021,16:28,23-11-2021,COPART,US2172041061,Valuta Debitering,,EUR,-131.99,EUR,87.91,8618fed9-c46a-4089-98f3-5c147be17a0e
23-11-2021,16:28,23-11-2021,COPART,US2172041061,"Koop 1 @ 148,3 USD",,USD,-148.30,USD,-148.30,8618fed9-c46a-4089-98f3-5c147be17a0e
19-11-2021,10:16,18-11-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 380,1 EUR",,,,EUR,219.90,
19-11-2021,10:16,18-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,380.10,EUR,600.00,
18-11-2021,10:33,17-11-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 120,08 EUR",,,,EUR,219.90,
18-11-2021,10:33,17-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,120.08,EUR,339.98,
18-11-2021,09:41,17-11-2021,,,iDEAL Deposit,,EUR,200.00,EUR,219.90,
18-11-2021,09:41,17-11-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-200.00,EUR,19.90,
18-11-2021,09:40,17-11-2021,,,iDEAL Deposit,,EUR,400.00,EUR,219.90,
18-11-2021,09:40,17-11-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,-400.00,EUR,-180.10,
17-11-2021,13:47,17-11-2021,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.08,EUR,219.90,e71b6c36-294d-4735-bf58-c36723e560bf
17-11-2021,13:47,17-11-2021,ALFEN NV,NL0012817175,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,219.98,e71b6c36-294d-4735-bf58-c36723e560bf
17-11-2021,13:47,17-11-2021,ALFEN NV,NL0012817175,"Koop 3 @ 84,65 EUR",,EUR,-253.95,EUR,221.98,e71b6c36-294d-4735-bf58-c36723e560bf
17-11-2021,12:11,17-11-2021,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.17,EUR,475.93,aa8b421d-5fcc-42cc-ba41-abd424a8583c
17-11-2021,12:11,17-11-2021,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,476.10,aa8b421d-5fcc-42cc-ba41-abd424a8583c
17-11-2021,12:11,17-11-2021,WISDOMTREE CYBERSECURITY UCITS ETF,IE00BLPK3577,"Koop 13 @ 26,37 EUR",,EUR,-342.81,EUR,480.10,aa8b421d-5fcc-42cc-ba41-abd424a8583c
17-11-2021,12:08,17-11-2021,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.16,EUR,822.91,69b50355-e89a-44c1-b9c3-e1b542d2997b
17-11-2021,12:08,17-11-2021,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,823.07,69b50355-e89a-44c1-b9c3-e1b542d2997b
17-11-2021,12:08,17-11-2021,SLIGRO FOOD GROUP,NL0000817179,"Verkoop 24 @ 22,4 EUR",,EUR,537.60,EUR,825.07,69b50355-e89a-44c1-b9c3-e1b542d2997b
17-11-2021,12:07,17-11-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,"Koop 4 @ 41,412 EUR",,EUR,-165.65,EUR,287.47,f6e7ea5c-d19a-4ad0-bf75-956cff3b6e16
17-11-2021,12:06,17-11-2021,PALANTIR TECHNOLOGIES INC,US69608A1088,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,453.12,a8fb1c1d-f17f-4021-9eea-04aae1c45d93
17-11-2021,12:06,17-11-2021,PALANTIR TECHNOLOGIES INC,US69608A1088,"Koop 13 @ 20,235 EUR",,EUR,-263.06,EUR,457.02,a8fb1c1d-f17f-4021-9eea-04aae1c45d93
17-11-2021,12:04,17-11-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,200.00,EUR,720.08,
17-11-2021,11:58,17-11-2021,,,Reservation iDEAL / Sofort Deposit,,EUR,400.00,EUR,520.08,
09-11-2021,10:16,08-11-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 265,44 EUR",,,,EUR,120.08,
09-11-2021,10:16,08-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,265.44,EUR,385.52,
08-11-2021,20:09,08-11-2021,COPART,US2172041061,Valuta Creditering,1.1577,USD,306.72,USD,0.00,58f90b5b-0a92-4945-88b3-b24084af09fe
08-11-2021,20:09,08-11-2021,COPART,US2172041061,Valuta Debitering,,EUR,-264.93,EUR,120.08,58f90b5b-0a92-4945-88b3-b24084af09fe
08-11-2021,20:09,08-11-2021,COPART,US2172041061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,385.01,58f90b5b-0a92-4945-88b3-b24084af09fe
08-11-2021,20:09,08-11-2021,COPART,US2172041061,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,385.02,58f90b5b-0a92-4945-88b3-b24084af09fe
08-11-2021,20:09,08-11-2021,COPART,US2172041061,"Koop 2 @ 153,36 USD",,USD,-306.72,USD,-306.72,58f90b5b-0a92-4945-88b3-b24084af09fe
06-10-2021,11:48,05-10-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,5 EUR",,,,EUR,385.52,
06-10-2021,11:48,05-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.50,EUR,388.02,
04-10-2021,12:18,01-10-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,79 EUR",,,,EUR,385.52,
04-10-2021,12:18,01-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.79,EUR,383.73,
02-10-2021,10:46,30-09-2021,,,DEGIRO Aansluitingskosten 2021 (Tradegate AG - TDG),,EUR,-2.50,EUR,385.52,
01-10-2021,21:30,30-09-2021,,,Flatex Interest,,EUR,-0.68,EUR,388.02,
01-10-2021,07:36,30-09-2021,,,Valuta Debitering,,EUR,1.79,EUR,388.70,
01-10-2021,07:36,30-09-2021,,,Valuta Debitering,1.1588,USD,-2.08,USD,0.00,
30-09-2021,14:51,29-09-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.10,USD,2.08,
30-09-2021,14:50,29-09-2021,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,1.02,USD,2.18,
30-09-2021,12:02,29-09-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 222,2 EUR",,,,EUR,386.91,
30-09-2021,12:02,29-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,222.20,EUR,609.11,
30-09-2021,09:47,29-09-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.04,USD,1.16,
30-09-2021,09:47,29-09-2021,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.43,USD,1.20,
30-09-2021,09:44,29-09-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,0.77,
30-09-2021,09:43,29-09-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,0.86,USD,0.86,
29-09-2021,14:36,29-09-2021,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,"Koop 4 @ 55,55 EUR",,EUR,-222.20,EUR,386.91,5d6407ce-2bb8-4cd7-834b-f31fa152fce3
23-09-2021,10:47,22-09-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 23,97 EUR",,,,EUR,609.11,
23-09-2021,10:47,22-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-23.97,EUR,585.14,
22-09-2021,15:58,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,609.11,0ab87768-f901-4c88-aa5c-9cd83189620a
22-09-2021,15:58,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,"Verkoop 590 @ 0,3779 EUR",,EUR,222.96,EUR,613.01,0ab87768-f901-4c88-aa5c-9cd83189620a
22-09-2021,08:09,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,390.04,cf5ad7d5-5b79-4cce-aeb6-c45835446821
22-09-2021,08:09,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,"Koop 300 @ 0,3199 EUR",,EUR,-95.97,EUR,393.94,cf5ad7d5-5b79-4cce-aeb6-c45835446821
22-09-2021,08:07,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-3.90,EUR,489.91,e60fd2ad-8810-4e85-8b79-fe8a677ae10f
22-09-2021,08:07,22-09-2021,CHINA EVERGRANDE GROUP,KYG2119W1069,"Koop 290 @ 0,3149 EUR",,EUR,-91.32,EUR,493.81,e60fd2ad-8810-4e85-8b79-fe8a677ae10f
12-07-2021,11:16,09-07-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 412,6 EUR",,,,EUR,585.14,
12-07-2021,11:16,09-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-412.60,EUR,172.54,
09-07-2021,17:06,09-07-2021,VANECK SEMICONDUCTOR UCITS ETF,IE00BMC38736,"Verkoop 20 @ 20,63 EUR",,EUR,412.60,EUR,585.14,45474ba8-6cd6-4024-abcf-c172e9922e56
05-07-2021,16:04,02-07-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1,98 EUR",,,,EUR,172.54,
05-07-2021,16:04,02-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.98,EUR,170.56,
02-07-2021,10:38,01-07-2021,,,Valuta Debitering,,EUR,1.98,EUR,172.54,
02-07-2021,10:38,01-07-2021,,,Valuta Debitering,1.1862,USD,-2.35,USD,0.00,
02-07-2021,01:50,30-06-2021,,,Flatex Interest,,EUR,-0.49,EUR,170.56,
01-07-2021,12:02,30-06-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,2.35,
01-07-2021,12:01,30-06-2021,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.85,USD,2.44,
01-07-2021,12:01,30-06-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,1.59,
01-07-2021,12:00,30-06-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,0.86,USD,1.68,
01-07-2021,10:57,30-06-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,0.82,
01-07-2021,10:56,30-06-2021,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,0.91,USD,0.91,
04-05-2021,11:47,03-05-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 2,5 EUR",,,,EUR,171.05,
04-05-2021,11:47,03-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,2.50,EUR,173.55,
03-05-2021,17:14,30-04-2021,,,DEGIRO Aansluitingskosten 2021 (Euronext Milan - MIL),,EUR,-2.50,EUR,171.05,
27-04-2021,22:50,28-04-2021,,,Processed Flatex Withdrawal,,EUR,3200.00,EUR,173.55,
27-04-2021,22:50,28-04-2021,,,flatex terugstorting,,EUR,-3200.00,EUR,-3026.45,
26-04-2021,18:41,26-04-2021,,,Processed Flatex Withdrawal,,EUR,-3200.00,EUR,173.55,
23-04-2021,11:02,23-04-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 332,7 EUR",,,,EUR,3373.55,
23-04-2021,11:02,23-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-332.70,EUR,3040.85,
22-04-2021,11:16,22-04-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.874,75 EUR",,,,EUR,3373.55,
22-04-2021,11:16,22-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1874.75,EUR,1498.80,
22-04-2021,10:11,22-04-2021,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Verkoop 3 @ 110,9 EUR",,EUR,332.70,EUR,3373.55,96f7b2a6-6386-4a42-ba81-7b3c9978fb88
21-04-2021,17:35,21-04-2021,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Verkoop 4 @ 110,9 EUR",,EUR,443.60,EUR,3040.85,96f7b2a6-6386-4a42-ba81-7b3c9978fb88
21-04-2021,10:46,21-04-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.111,4 EUR",,,,EUR,2597.25,
21-04-2021,10:46,21-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1111.40,EUR,1485.85,
21-04-2021,09:05,21-04-2021,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Verkoop 5 @ 95,41 EUR",,EUR,477.05,EUR,2597.25,207d452c-ba60-4ab2-9728-23cda0bfc1f2
21-04-2021,09:05,21-04-2021,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Verkoop 7 @ 95,41 EUR",,EUR,667.87,EUR,2120.20,207d452c-ba60-4ab2-
,,,,,,,,,,,9728-23cda0bfc1f2
21-04-2021,09:05,21-04-2021,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,"Verkoop 3 @ 95,41 EUR",,EUR,286.23,EUR,1452.33,207d452c-ba60-4ab2-9728-23cda0bfc1f2
20-04-2021,20:44,20-04-2021,AVAYA HOLDINGS CORP,US05351X1019,Valuta Debitering,1.2035,USD,-825.90,USD,0.00,57f8e0c6-1e62-4be8-8d0c-b2ead2632d3a
20-04-2021,20:44,20-04-2021,AVAYA HOLDINGS CORP,US05351X1019,Valuta Creditering,,EUR,686.25,EUR,1166.10,57f8e0c6-1e62-4be8-8d0c-b2ead2632d3a
20-04-2021,20:44,20-04-2021,AVAYA HOLDINGS CORP,US05351X1019,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.10,EUR,479.85,57f8e0c6-1e62-4be8-8d0c-b2ead2632d3a
20-04-2021,20:44,20-04-2021,AVAYA HOLDINGS CORP,US05351X1019,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,479.95,57f8e0c6-1e62-4be8-8d0c-b2ead2632d3a
20-04-2021,20:44,20-04-2021,AVAYA HOLDINGS CORP,US05351X1019,"Verkoop 30 @ 27,53 USD",,USD,825.90,USD,825.90,57f8e0c6-1e62-4be8-8d0c-b2ead2632d3a
20-04-2021,20:35,20-04-2021,QUALYS INC,US74758T3032,Valuta Debitering,1.2037,USD,-513.10,USD,0.00,e444cdcc-2ec9-4c7d-ad01-e888df44d1e5
20-04-2021,20:35,20-04-2021,QUALYS INC,US74758T3032,Valuta Creditering,,EUR,426.27,EUR,480.45,e444cdcc-2ec9-4c7d-ad01-e888df44d1e5
20-04-2021,20:35,20-04-2021,QUALYS INC,US74758T3032,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.02,EUR,54.18,e444cdcc-2ec9-4c7d-ad01-e888df44d1e5
20-04-2021,20:35,20-04-2021,QUALYS INC,US74758T3032,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,54.20,e444cdcc-2ec9-4c7d-ad01-e888df44d1e5
20-04-2021,20:35,20-04-2021,QUALYS INC,US74758T3032,"Verkoop 5 @ 102,62 USD",,USD,513.10,USD,513.10,e444cdcc-2ec9-4c7d-ad01-e888df44d1e5
07-04-2021,12:45,07-04-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 414,41 EUR",,,,EUR,54.70,
07-04-2021,12:45,07-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,414.41,EUR,469.11,
06-04-2021,13:52,06-04-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,59 EUR",,,,EUR,54.70,
06-04-2021,13:52,06-04-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.59,EUR,50.11,
06-04-2021,13:12,06-04-2021,VANECK SEMICONDUCTOR UCITS ETF,IE00BMC38736,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.21,EUR,54.70,83660e0d-4dc8-48ad-bddb-035b24f35764
06-04-2021,13:12,06-04-2021,VANECK SEMICONDUCTOR UCITS ETF,IE00BMC38736,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,54.91,83660e0d-4dc8-48ad-bddb-035b24f35764
06-04-2021,13:12,06-04-2021,VANECK SEMICONDUCTOR UCITS ETF,IE00BMC38736,"Koop 20 @ 20,51 EUR",,EUR,-410.20,EUR,58.91,83660e0d-4dc8-48ad-bddb-035b24f35764
02-04-2021,09:41,01-04-2021,,,Valuta Debitering,,EUR,4.59,EUR,469.11,
