Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
19-06-2020,12:19,19-06-2020,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,"Koop 3 @ 42,35 EUR",,EUR,-127.05,EUR,2.95,b1516f38-cbe2-4284-9dbf-1849fb07dea4
19-06-2020,12:15,19-06-2020,,,iDEAL storting,,EUR,30.00,EUR,130.00,
19-06-2020,11:32,19-06-2020,,,iDEAL storting,,EUR,100.00,EUR,100.00,
18-06-2020,16:15,18-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000089 @ 9.935,3958 EUR",,,,EUR,0.00,
17-06-2020,19:24,17-06-2020,,,Terugstorting,,EUR,-17.00,EUR,0.89,
17-06-2020,17:01,17-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,000001 @ 9.935,4977 EUR",,,,EUR,17.89,
17-06-2020,09:58,17-06-2020,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,17.88,5f77d0f3-55b1-4586-9add-40a2de290e53
17-06-2020,09:58,17-06-2020,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.05,EUR,19.88,5f77d0f3-55b1-4586-9add-40a2de290e53
17-06-2020,09:58,17-06-2020,SLIGRO FOOD GROUP,NL0000817179,"Koop 12 @ 15,02 EUR",,EUR,-180.24,EUR,19.93,5f77d0f3-55b1-4586-9add-40a2de290e53
17-06-2020,09:50,17-06-2020,,,iDEAL storting,,EUR,180.00,EUR,200.17,
16-06-2020,16:01,16-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,005811 @ 9.935,5789 EUR",,,,EUR,20.17,
16-06-2020,16:01,16-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,01 @ 9.935,5789 EUR",,,,EUR,61.79,
16-06-2020,09:53,16-06-2020,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,61.79,51d31f40-9c0f-4086-9e89-f83e6e908b14
16-06-2020,09:53,16-06-2020,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,63.79,51d31f40-9c0f-4086-9e89-f83e6e908b14
16-06-2020,09:53,16-06-2020,RANDSTAD,NL0000379121,"Koop 5 @ 39,05 EUR",,EUR,-195.25,EUR,63.85,51d31f40-9c0f-4086-9e89-f83e6e908b14
15-06-2020,18:52,15-06-2020,,,iDEAL storting,,EUR,200.00,EUR,259.10,
15-06-2020,16:04,15-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,005812 @ 9.935,698 EUR",,,,EUR,59.10,
15-06-2020,16:04,15-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,01 @ 9.935,698 EUR",,,,EUR,17.49,
15-06-2020,11:21,15-06-2020,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,"Koop 7 @ 26,318 EUR",,EUR,-184.23,EUR,17.49,0d887c9e-6573-46d6-8fa7-2a3be561b528
15-06-2020,11:06,15-06-2020,,,iDEAL storting,,EUR,200.00,EUR,201.71,
15-06-2020,09:44,15-06-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,1.71,4a77d146-118c-453b-a025-d98165eff925
15-06-2020,09:44,15-06-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,3.71,4a77d146-118c-453b-a025-d98165eff925
15-06-2020,09:44,15-06-2020,KPN KONINKLIJKE,NL0000009082,"Koop 88 @ 2,197 EUR",,EUR,-193.34,EUR,3.77,4a77d146-118c-453b-a025-d98165eff925
15-06-2020,09:42,15-06-2020,,,iDEAL storting,,EUR,40.00,EUR,197.11,
15-06-2020,00:00,14-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,157.11,
12-06-2020,15:58,12-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,000078 @ 9.936,1267 EUR",,,,EUR,157.11,
11-06-2020,16:55,11-06-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,156.33,02f3e10d-346c-42de-af32-49a87c5e0d7c
11-06-2020,16:55,11-06-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.07,EUR,158.33,02f3e10d-346c-42de-af32-49a87c5e0d7c
11-06-2020,16:55,11-06-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,"Koop 16 @ 15,1 EUR",,EUR,-241.60,EUR,158.40,02f3e10d-346c-42de-af32-49a87c5e0d7c
11-06-2020,13:25,11-06-2020,,,iDEAL storting,,EUR,200.00,EUR,400.00,
11-06-2020,12:39,11-06-2020,,,iDEAL storting,,EUR,200.00,EUR,200.00,
10-06-2020,15:50,10-06-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000078 @ 9.936,4268 EUR",,,,EUR,0.00,
08-06-2020,09:49,08-06-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,0.78,a69b3bed-14c9-4e80-89c9-51e23298d7de
08-06-2020,09:49,08-06-2020,KPN KONINKLIJKE,NL0000009082,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,2.78,a69b3bed-14c9-4e80-89c9-51e23298d7de
08-06-2020,09:49,08-06-2020,KPN KONINKLIJKE,NL0000009082,"Koop 85 @ 2,32 EUR",,EUR,-197.20,EUR,2.84,a69b3bed-14c9-4e80-89c9-51e23298d7de
08-06-2020,09:47,08-06-2020,,,iDEAL storting,,EUR,195.00,EUR,200.04,
08-06-2020,09:11,08-06-2020,ABN AMRO BANK NV,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,5.04,23089fe4-9cb1-470e-
,,,,,,,,,,,86d2-b6839fc95c42
08-06-2020,09:11,08-06-2020,ABN AMRO BANK NV,NL0011540547,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,7.04,23089fe4-9cb1-470e-86d2-b6839fc95c42
08-06-2020,09:11,08-06-2020,ABN AMRO BANK NV,NL0011540547,"Koop 22 @ 9,25 EUR",,EUR,-203.50,EUR,7.10,23089fe4-9cb1-470e-86d2-b6839fc95c42
08-06-2020,09:09,08-06-2020,,,iDEAL storting,,EUR,200.00,EUR,210.60,
08-06-2020,09:01,08-06-2020,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,10.60,7c5bce27-16eb-4a76-affc-2bda3d1dfe3d
08-06-2020,09:01,08-06-2020,SLIGRO FOOD GROUP,NL0000817179,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.06,EUR,12.60,7c5bce27-16eb-4a76-affc-2bda3d1dfe3d
08-06-2020,09:01,08-06-2020,SLIGRO FOOD GROUP,NL0000817179,"Koop 12 @ 16,7 EUR",,EUR,-200.40,EUR,12.66,7c5bce27-16eb-4a76-affc-2bda3d1dfe3d
08-06-2020,08:59,08-06-2020,,,iDEAL storting,,EUR,200.00,EUR,213.06,
05-06-2020,11:25,05-06-2020,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,Transactiebelasting Frankrijk,,EUR,-0.86,EUR,13.06,28dc041c-cb6d-4380-b4a2-f21beca82671
05-06-2020,11:25,05-06-2020,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,13.92,28dc041c-cb6d-4380-b4a2-f21beca82671
05-06-2020,11:25,05-06-2020,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.09,EUR,15.92,28dc041c-cb6d-4380-b4a2-f21beca82671
05-06-2020,11:25,05-06-2020,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,Koop 4 @ 72 EUR,,EUR,-288.00,EUR,16.01,28dc041c-cb6d-4380-b4a2-f21beca82671
05-06-2020,10:23,05-06-2020,,,iDEAL storting,,EUR,300.00,EUR,304.01,
04-06-2020,09:05,04-06-2020,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,"Koop 4 @ 52,75 EUR",,EUR,-211.00,EUR,4.01,3f61669d-0063-4d45-b347-01df437cb91d
03-06-2020,20:20,03-06-2020,,,iDEAL storting,,EUR,15.00,EUR,215.01,
03-06-2020,20:11,03-06-2020,,,iDEAL storting,,EUR,200.00,EUR,200.01,
03-06-2020,12:09,03-06-2020,,,iDEAL storting,,EUR,0.01,EUR,0.01,
